"cluster","polygon"
0,"POLYGON ((-0.2015505226730976 51.49805622597962, -0.2015568308195544 51.49805461126135, -0.2015735450134622 51.49805147335343, -0.2015906695015126 51.49804936013557, -0.2016080425973791 51.49804829156056, -0.2016255002674249 51.49804827771776, -0.2016428776794793 51.49804931873788, -0.201660010759153 51.49805140479171, -0.2016767377389987 51.49805451618298, -0.2016929006858907 51.49805862353428, -0.2017083469922006 51.49806368806447, -0.2017229308166912 51.49806966195486, -0.2017365144615226 51.49807648880073, -0.2017489696723714 51.49808410414384, -0.2017601788493838 51.49809243608113, -0.2017700361575328 51.49810140594359, -0.2017784485258934 51.49811092903903, -0.2017853365264013 51.49812091545179, -0.2017906351237984 51.49813127089169, -0.2017942942896842 51.49814189758433, -0.2017962794748744 51.49815269519421, -0.2017965719356087 51.49816356177219, -0.2017951689105257 51.49817439471799, -0.201792083646735 51.49818509174891, -0.2017873452747407 51.49819555186568, -0.2017809985333961 51.49820567630597, -0.2017731033474882 51.49821536947687, -0.2017637342619376 51.49822453985753, -0.2017529797379598 51.49823310086321, -0.2017409413178315 51.49824097166279, -0.2014459413178355 51.49841597135189, -0.2014325289991694 51.49842317669081, -0.201418041990777 51.49842952467459, -0.2014026211519717 51.49843495358123, -0.2013864164218391 51.49843941062503, -0.2013695853613554 51.49844285246976, -0.2013522916213989 51.4984452456501, -0.201334703351549 51.49844656689696, -0.2013169915651422 51.49844680336378, -0.2010289915651485 51.49844180337605, -0.201011434234714 51.49844096111872, -0.2009940936850217 51.49843905290128, -0.2009771365001505 51.49843609705513, -0.2009607255813393 51.49843212197577, -0.200945018582056 51.49842716584999, -0.2009301663934812 51.49842127628911, -0.200916311694953 51.49841450987157, -0.2009035875833015 51.49840693159939, -0.2008921162942378 51.49839861427377, -0.2008820080280819 51.49838963779572, -0.20087335989111 51.4983800883985, -0.2008662549626916 51.49837005781919, -0.2008607614971771 51.4983596424175, -0.2008569322682047 51.49834894225001, -0.2008548040617237 51.49833806010899, -0.2008543973226059 51.49832710053496, -0.2008557159582397 51.49831616881234, -0.2008587473009931 51.49830536995815, -0.2008634622299068 51.49829480771297, -0.2008698154504483 51.49828458354449, -0.2008777459296394 51.49827479567268, -0.2008871774823764 51.49826553812623, -0.2008980195033123 51.49825689983921, -0.2009101678372669 51.49824896379673, -0.2009235057798071 51.49824180623774, -0.2009379051983813 51.49823549592257, -0.2013769051983868 51.49806249556384, -0.2013922421395384 51.49805708858914, -0.2014083563078516 51.49805264317907, -0.2014250926178748 51.49804920211732, -0.2014422899965596 51.49804679852147, -0.2014597829334563 51.49804545552428, -0.2014774030736129 51.49804518605108, -0.2014949808378526 51.49804599269535, -0.2015123470548308 51.49804786769375, -0.2015293345891697 51.49805079300085, -0.2015457799499965 51.49805474046281, -0.2015505226730976 51.49805622597962))"
1,"POLYGON ((-0.1499790061800196 51.48537414918327, -0.1501230061800292 51.48537614918816, -0.1501406553455818 51.48537693704442, -0.1501580944614793 51.48537880217568, -0.1501751543740936 51.48538172649071, -0.1501916696079421 51.48538568162439, -0.1502074799707454 51.48539062921297, -0.1502224321072387 51.48539652126619, -0.1502363809866676 51.48540330063273, -0.1502491913095366 51.48541090155461, -0.1505301913095281 51.4855949018657, -0.1505417351944961 51.48560324768412, -0.1505519052106842 51.48561225993193, -0.1505606027780067 51.48562185125113, -0.1505677435891311 51.48563192867076, -0.1505732584266869 51.48564239450799, -0.1505770938342044 51.48565314731505, -0.1505792126342791 51.48566408286257, -0.1505795942889404 51.48567509514993, -0.1505755942889501 51.4857650951438, -0.1505743038171631 51.48577573581972, -0.1505713912322599 51.48578625153204, -0.1505668830313858 51.48579654661453, -0.15056082022775 51.48580652740819, -0.1505532579775093 51.48581610311332, -0.1505442650779868 51.48582518661553, -0.1505339233417904 51.48583369527827, -0.1505223268525251 51.48584155169463, -0.1505095811088709 51.48584868439146, -0.150495802064813 51.48585502847964, -0.1503708020648022 51.48590702837358, -0.1503550912349666 51.48591286645068, -0.1503385083908316 51.48591767929705, -0.1503212254941615 51.48592141700448, -0.1503034217661683 51.48592404081375, -0.1502852818290119 51.4859255235165, -0.1502669937912936 51.48592584973742, -0.1501229937913094 51.48592384974232, -0.1501209925539129 51.48592381499978, -0.1499769925539033 51.48592081500713, -0.1499614057413658 51.48592006651528, -0.1499459824260659 51.48591847710327, -0.1499308393829976 51.485916058805, -0.1496238393830051 51.48585805894118, -0.1496092200185383 51.48585486219889, -0.1495950973428915 51.48585089296235, -0.1494740973428966 51.48581289304558, -0.1494586887032976 51.48580744456617, -0.1494442169030288 51.48580107740566, -0.1494308227122 51.48579385349835, -0.1494186364187962 51.48578584311223, -0.1494077765613415 51.48577712416557, -0.1493983487758511 51.48576778146889, -0.1493904447682884 51.48575790590019, -0.1493841414225228 51.48574759352073, -0.1493795000524648 51.48573694464086, -0.1493605000524407 51.48568294466924, -0.1493575278863953 51.48567186041981, -0.1493563563985691 51.48566064641363, -0.1493569974085824 51.48564941579336, -0.1493594444490228 51.48563828186933, -0.1493636728306974 51.48562735697637, -0.1493696398917326 51.48561675134042, -0.1493772854280065 51.48560657196632, -0.1493865323005738 51.48559692155826, -0.1493972872139514 51.48558789748352, -0.1494094416574154 51.4855795907901, -0.1494228729998097 51.48557208528802, -0.1494374457268222 51.48556545670378, -0.149453012808244 51.48555977191629, -0.1494694171814177 51.48555508828207, -0.1494864933359066 51.4855514530565, -0.149504068983397 51.48554890291715, -0.149521966795986 51.48554746359358, -0.1495400061953155 51.48554714960783, -0.1497172908808451 51.48554961190121, -0.1498163360655319 51.48543351236759, -0.1498255867988427 51.48542387047085, -0.1498363433851463 51.48541485474178, -0.1498484974147603 51.48540655604531, -0.1498619263939445 51.48539905801986, -0.149876494979447 51.48539243623425, -0.1498920563425546 51.4853867574262, -0.1499084536488976 51.48538207882964, -0.1499255216390972 51.48537844759789, -0.1499430882943227 51.48537590032834, -0.1499609765699748 51.48537446269373, -0.1499790061800196 51.48537414918327))"
2,"POLYGON ((-0.2003607528569761 51.49277773303132, -0.2001753947129574 51.49281218613105, -0.2001586102245593 51.4928147654513, -0.2001415052674707 51.49281632841434, -0.2001242382227267 51.49281686054821, -0.2001069689721916 51.49281635692573, -0.2000898574181537 51.49281482221011, -0.2000730620027318 51.49281227061172, -0.2000567382408024 51.49280872575658, -0.2000410372800299 51.49280422046755, -0.2000261045013357 51.4927987964605, -0.2000120781727635 51.49279250395795, -0.1999990881692044 51.49278540122413, -0.1999872547698386 51.49277755402549, -0.199976687544426 51.49276903502172, -0.1999674843387605 51.49275992309305, -0.1999597303686793 51.49275030260981, -0.199953497431019 51.49274026265128, -0.1999488432388227 51.49272989618083, -0.1999458108869529 51.49271929918523, -0.1999444284530613 51.49270856978578, -0.1999324284530649 51.49247456980412, -0.1999327009982346 51.49246388247262, -0.1999346106075557 51.49245326012421, -0.1999381398456104 51.49244279974481, -0.1999432564891904 51.4924325968416, -0.1999499138215059 51.49242274457092, -0.1999580510587267 51.4924133328878, -0.1999675939049604 51.49240444772459, -0.1999784552306005 51.49239617020633, -0.1999905358678509 51.4923885759101, -0.2000037255161635 51.49238173417486, -0.2000179037493217 51.49237570746849, -0.200032941114975 51.49237055081732, -0.2000487003165853 51.49236631130371, -0.2000650374669932 51.49236302763619, -0.20008180340216 51.49236072979605, -0.2000988450430883 51.49235943876354, -0.2001160067934881 51.49235916632632, -0.2002600067934978 51.49236116633121, -0.2002610077919011 51.49236118197173, -0.2005490077918949 51.49236618198401, -0.2005664875459469 51.49236701820995, -0.2005837531827866 51.49236891116033, -0.2006006403060833 51.49237184281112, -0.2006169881235579 51.49237578524814, -0.2006326409779804 51.49238070093287, -0.2006474498292748 51.49238654305984, -0.2006612736736176 51.49239325600241, -0.2006739808860182 51.49240077584228, -0.2008149808860159 51.49249277599812, -0.2008267760742905 51.49250129077205, -0.2008371387208495 51.4925104998004, -0.2008459641188619 51.49252031003239, -0.2008531630942492 51.49253062234258, -0.2008586629067228 51.49254133253243, -0.2008624079847708 51.49255233238321, -0.2008643604871667 51.49256351074946, -0.2008645006853272 51.49257475468198, -0.2008628271626539 51.49258595056924, -0.2008593568288481 51.49259698528518, -0.2008541247490513 51.49260774733236, -0.2007211247490598 51.49283874714111, -0.2007142487374663 51.49284904279035, -0.2007057606048639 51.49285886107926, -0.2006957446902555 51.4928681044526, -0.2006843005128521 51.4928766810676, -0.2006715417832387 51.49288450570645, -0.2006575952735331 51.49289150062312, -0.2006425995577649 51.49289759631576, -0.2006267036349882 51.49290273221727, -0.2006100654488117 51.49290685729712, -0.2005928503180535 51.49290993056834, -0.2005752292941153 51.49291192149479, -0.2005573774613976 51.49291281029456, -0.2005394721976416 51.49291258813651, -0.2005216914114855 51.49291125722797, -0.2005042117747441 51.49290883079294, -0.2004872069669794 51.49290533294056, -0.2004708459498013 51.49290079842562, -0.2004552912880465 51.49289527230324, -0.2004406975345173 51.49288880948124, -0.2004272096943277 51.49288147417452, -0.2004149617841171 51.49287333926708, -0.2004040755004467 51.49286448558786, -0.2003946590106086 51.49285500110755, -0.200386805877865 51.49284498006462, -0.2003805941317922 51.49283452202892, -0.2003760854929721 51.49282373091236, -0.2003607528569761 51.49277773303132))"
3,"POLYGON ((-0.1858171547089538 51.4800029264474, -0.1861241547089463 51.48006092658356, -0.1861409347926585 51.48006467226616, -0.1861570363005623 51.48006943508031, -0.1861723007336862 51.48007516814181, -0.1861865778330009 51.48008181501559, -0.1861997270585288 51.48008931027118, -0.1862116189727828 51.48009758012688, -0.1862221365149143 51.48010654317603, -0.1862311761530291 51.48011611118838, -0.1862386489033282 51.4801261899786, -0.1862444812060405 51.48013668033344, -0.1862486156495254 51.48014747898839, -0.1862510115354184 51.48015847964417, -0.1862516452792545 51.48016957401314, -0.1862505106426274 51.48018065288525, -0.186247618794599 51.48019160720307, -0.1862429982017541 51.48020232913533, -0.1862366943479826 51.48021271313838, -0.1862287692867485 51.4802226569951, -0.1862193010302516 51.48023206282114, -0.1862083827814969 51.4802408380284, -0.1861961220168279 51.48024889623643, -0.186182639427959 51.48025615812281, -0.1861680677339161 51.48026255220383, -0.1857290677339105 51.48043555184516, -0.1857280973074045 51.48043593157283, -0.1854140973074097 51.48055793131888, -0.1853989136815844 51.48056321279487, -0.1853829812432936 51.48056755525081, -0.1853664492837255 51.48057091799703, -0.1853494727117411 51.48057326952391, -0.185332210602338 51.48057458779717, -0.1853148247060751 51.48057486046433, -0.1852974779334276 51.48057408497046, -0.1852803328282716 51.48057226858206, -0.1852635500448053 51.48056942831906, -0.1852472868421764 51.48056559079533, -0.1852316956109216 51.4805607919692, -0.1852169224450271 51.48055507680666, -0.185203105772989 51.48054849885997, -0.1851903750607013 51.4805411197659, -0.1851788495983263 51.48053300866813, -0.1851686373825138 51.48052424156946, -0.1851598341044436 51.48051490061956, -0.1851525222531743 51.48050507334531, -0.185146770342698 51.48049485183059, -0.1851426322699468 51.4804843318535, -0.1851401468097635 51.48047361198883, -0.1851393372515717 51.48046279268446, -0.185140211181147 51.48045197532014, -0.1851427604095366 51.48044126125746, -0.1851469610497921 51.48043075089016, -0.1851527737407965 51.48042054270338, -0.1851601440160875 51.48041073235074, -0.1853111440160739 51.48023273214676, -0.185321553030141 51.48022197154651, -0.1853338332616469 51.48021200543653, -0.1855038332616575 51.48008900523966, -0.1855149697877255 51.48008164789479, -0.1855271272884058 51.48007494669051, -0.1855402064876953 51.48006895634795, -0.1856652064877061 51.48001695624185, -0.1856803282316771 51.48001131330918, -0.1856962651539941 51.4800066204841, -0.185712863821769 51.48000292294715, -0.185729964431152 51.48000025629664, -0.1857474023458452 51.47999864620595, -0.1857650096821402 51.47999810817639, -0.1857826169252204 51.47999864738783, -0.1858000545611665 51.48000025864902, -0.1858171547089538 51.4800029264474))"
4,"POLYGON ((-0.1830074240576741 51.49473606998358, -0.1831474240576922 51.49482807013884, -0.1831590084709068 51.49483648057824, -0.1831691996325292 51.49484556326363, -0.1831778975566073 51.49485522908401, -0.1831850169074108 51.49486538320723, -0.1831904878366641 51.49487592601042, -0.1831942566688302 51.49488675405745, -0.1831962864277249 51.49489776111367, -0.1832112864277078 51.49504176113652, -0.1832115943172047 51.49505209387747, -0.1832075943172143 51.49514209387136, -0.1832062693152027 51.49515290552667, -0.183203269089724 51.49516358650714, -0.1831986218343465 51.49517403644213, -0.1831923712200254 51.49518415713222, -0.1831845759847199 51.49519385347205, -0.1831753093814244 51.49520303434392, -0.1831646584897986 51.49521161347417, -0.1831527233978669 51.49521951024376, -0.1831396162614767 51.49522665044596, -0.1831254602503526 51.49523296698358, -0.1831103883906523 51.49523840049952, -0.1830945423148999 51.49524289993455, -0.1830780709310434 51.49524642300707, -0.1830611290231453 51.49524893661049, -0.1830438757968526 51.49525041712425, -0.183026473383318 51.49525085063586, -0.1830090853156291 51.49525023307157, -0.1829918749920636 51.49524857023468, -0.1829750041406107 51.495245877751, -0.1829586312991895 51.49524218092202, -0.1829429103258442 51.49523751448717, -0.1829279889529169 51.49523192229735, -0.182914007398785 51.49522545690285, -0.1829010970502077 51.49521817905963, -0.182889379227665 51.49521015715826, -0.1828789640452911 51.49520146658141, -0.1828699493761155 51.49519218899535, -0.1828624199323352 51.49518241158265, -0.1828564464692617 51.4951722262228, -0.1828520851204229 51.49516172862892, -0.1828340851204281 51.49510772865587, -0.1828310956919761 51.49509526906107, -0.1828303756190171 51.49508267920241, -0.1828303779370697 51.4950826096609, -0.1827048179954751 51.49506372850734, -0.1826885954661165 51.49506077996254, -0.1826728896949143 51.49505689548683, -0.182657839645145 51.49505210944941, -0.1826435784783196 51.49504646419651, -0.1826302323759824 51.49504000967647, -0.182617919423268 51.49503280299799, -0.1826067485640943 51.49502490792479, -0.1825968186372365 51.49501639431145, -0.1825882175018103 51.49500733748533, -0.1825810212599022 51.49499781758015, -0.1825752935832249 51.49498791882689, -0.1825710851497556 51.49497772880866, -0.1825530851497354 51.49492372883557, -0.1825502950819656 51.49491253657532, -0.1825493373099681 51.4949012260256, -0.1825502216539626 51.49488991315557, -0.1825529390466007 51.49487871395834, -0.182557461625935 51.49486774326152, -0.1825637430210928 51.49485711354996, -0.1825717188277257 51.49484693381244, -0.1825813072683598 51.49483730842406, -0.1825924100308757 51.4948283360762, -0.1826049132765199 51.49482010876442, -0.1827529132765217 51.49473210860827, -0.1827662813839375 51.49472490857443, -0.1827807212128828 51.49471856123782, -0.1827960929903356 51.49471312803902, -0.1828122479223042 51.49470866157004, -0.1828290296341064 51.4947052050652, -0.1828462756840273 51.4947027919826, -0.1828638191357049 51.49470144568031, -0.1828814901740208 51.49470117919021, -0.1828991177488584 51.49470199509183, -0.1829165312308135 51.49470388548747, -0.1829335620628343 51.49470683207854, -0.1829500453918004 51.49471080634278, -0.1829658216642494 51.49471576981028, -0.1829807381708048 51.49472167443591, -0.1829946505243545 51.4947284630644, -0.1830074240576741 51.49473606998358))"
5,"POLYGON ((-0.1844530057536082 51.48051713726385, -0.1845970057536178 51.48051913726876, -0.1846142018170081 51.48051989128469, -0.1846312026887934 51.48052166820889, -0.1846478518527919 51.48052445168223, -0.1846639960307709 51.48052821607887, -0.1846794865935818 51.48053292674219, -0.184694180929494 51.48053854030381, -0.1847079437571298 51.48054500508294, -0.1847206483709145 51.48055226156212, -0.1847321778075729 51.48056024293523, -0.1847424259229362 51.48056887572248, -0.1847512983691432 51.48057808044697, -0.1847587134632414 51.48058777236636, -0.1847646029391893 51.48059786225303, -0.1847689125763392 51.48060825721562, -0.184786912576334 51.48066225724252, -0.1847895779505869 51.48067272115836, -0.1847906422006468 51.48068329516349, -0.1847900957844812 51.48069388445167, -0.1847879436012398 51.4807043940797, -0.1847842049473289 51.4807147298187, -0.184778913343399 51.48072479899889, -0.1847569133433884 51.48076079896749, -0.1847493999800569 51.48077140522053, -0.1847401648327988 51.480781470406, -0.1847293070345956 51.48079088648143, -0.1847169431364742 51.48079955237213, -0.1847032058564127 51.48080737505614, -0.1844302058564274 51.48094737479097, -0.1844149010802093 51.48095441089017, -0.1843984875153517 51.48096039975186, -0.1843811491757625 51.48096527423483, -0.1843630804430794 51.48096897969116, -0.1843444838874408 51.48097147457897, -0.1840344838874368 51.48100247450388, -0.1840167332909994 51.48100368978466, -0.1839988766573113 51.48100380165148, -0.1839810903971624 51.48100280899916, -0.1839635502261019 51.48100072163433, -0.1839464294284949 51.48099756017849, -0.183929897145596 51.48099335586439, -0.1839141167045547 51.48098815022734, -0.1838992440048601 51.48098199469499, -0.1838854259781646 51.48097495007924, -0.1838727991367049 51.48096708597546, -0.1838614882246579 51.48095848007498, -0.1838516049857577 51.48094921739757, -0.1838432470593472 51.48093938945146, -0.183836497015771 51.48092909332945, -0.1838314215406396 51.48091843074957, -0.1838280707760229 51.48090750705028, -0.1838264778250827 51.48089643014977, -0.1838266584250367 51.48088530947986, -0.1838286107916863 51.48087425490481, -0.1838323156370432 51.48086337563602, -0.183837736359881 51.48085277915308, -0.1838448194073286 51.48084257014189, -0.1838534948039353 51.48083284946049, -0.1838636768429776 51.48082371314259, -0.1838752649331806 51.4808152514489, -0.1838881445924879 51.4808075479753, -0.1839021885790627 51.48080067882698, -0.1839172581483463 51.48079471186665, -0.183933204423755 51.48078970604396, -0.183949869867474 51.48078571081319, -0.1840501480488294 51.48076517186374, -0.1841448976931742 51.48066160813071, -0.1841542332700667 51.48065246398314, -0.1841649453499684 51.48064392510784, -0.184176933465901 51.48063607159001, -0.1843249334658998 51.48054807143384, -0.1843382529216394 51.48054089503957, -0.1843526366279591 51.48053456531083, -0.1843679463611874 51.48052914307504, -0.1843840349987753 51.4805246804388, -0.1844007479331054 51.48052122028717, -0.1844179245572317 51.48051879587155, -0.1844353998082697 51.4805174304901, -0.1844530057536082 51.48051713726385))"
6,"POLYGON ((-0.1675416383307762 51.48344522570234, -0.16763481240916 51.48354629598269, -0.1676416766556535 51.48355451184068, -0.1677786766556608 51.48373651203021, -0.1677853678080776 51.48374667029444, -0.1677904278567112 51.48375718806177, -0.1677938080705522 51.48376796404017, -0.1677954758963094 51.48377889445102, -0.1677954152719169 51.48378987402843, -0.1677936267812204 51.48380079703313, -0.1677901276483545 51.48381155827077, -0.1677849515718653 51.48382205410492, -0.1677781484001745 51.48383218345523, -0.1677697836515125 51.48384184877085, -0.1677599378829422 51.48385095696987, -0.167748705914551 51.48385942033578, -0.1677361959162817 51.48386715736213, -0.1677225283661976 51.48387409353756, -0.1677078348902132 51.48388016206333, -0.1676922569944654 51.48388530449658, -0.167675944702533 51.48388947131324, -0.1676590551106276 51.48389262238486, -0.1676417508746729 51.48389472736514, -0.1676241986438393 51.48389576598213, -0.1676065674556222 51.48389572823343, -0.1675890271079196 51.4838946144826, -0.1675717465237858 51.48389243545557, -0.1675548921246116 51.48388921213743, -0.1675386262273952 51.48388497557023, -0.1675231054815423 51.48387976655415, -0.1675084793602471 51.48387363525452, -0.1674948887209844 51.48386664071871, -0.1674824644489758 51.48385885030749, -0.1674713261966941 51.48385033904638, -0.1674615812315454 51.48384118890306, -0.1674533234028262 51.483831487998, -0.1671793234028115 51.48346748837706, -0.1671743864557914 51.4834600039903, -0.1669880283028546 51.4835150787676, -0.1669722325294531 51.4835191848819, -0.1669558809719149 51.48352233627426, -0.1669391220470444 51.48352450434089, -0.1669221078691614 51.48352566940326, -0.1669049928694194 51.48352582088658, -0.1667609928694352 51.48352282089392, -0.166761067031541 51.48352144039073, -0.1667967921278007 51.4833020661541, -0.1667971645293982 51.48330070447938, -0.1672096259944719 51.48334445050737, -0.1672200660468912 51.48333782895143, -0.1672334423671845 51.48333084989055, -0.167247842833803 51.48332471188285, -0.1672631315909382 51.48331947283543, -0.1672791644025374 51.48331518217443, -0.167295790013045 51.48331188037876, -0.1673128515743658 51.48330959859819, -0.1673301881255904 51.48330835835947, -0.1673476361115196 51.48330817136329, -0.1673650309256657 51.48330903937377, -0.16738220846317 51.48331095420193, -0.1673990066689889 51.48331389778293, -0.1674152670667417 51.48331784234646, -0.1674308362537962 51.48332275067874, -0.1674455673484889 51.48332857647365, -0.1674593213758246 51.4833352647696, -0.1674719685785841 51.48334275246798, -0.1674891869825549 51.48335398720025, -0.1675060803987234 51.48334398902978, -0.1676539296119641 51.48325607853069, -0.1676554613451498 51.48325707756206, -0.1677735491929259 51.48344746758799, -0.1677734935578374 51.48344884843115, -0.1675416383307762 51.48344522570234))"
7,"POLYGON ((-0.1731760058487229 51.481601139924, -0.1733200058487325 51.48160313992889, -0.1733372019650146 51.48160389393653, -0.1733542028871097 51.4816056708344, -0.1733708520973949 51.48160845426357, -0.1733869963162537 51.48161221859838, -0.1734024869132327 51.48161692918258, -0.1734171812753957 51.48162254264825, -0.1734309441202784 51.48162900731518, -0.1734436487413554 51.48163626366654, -0.1734551781745539 51.48164424489699, -0.1734654262750738 51.48165287752759, -0.173474298694601 51.48166208208238, -0.1734817137499185 51.48167177382005, -0.1734876031749152 51.48168186351413, -0.1734919127490733 51.4816922582744, -0.1735099127490682 51.48174625830134, -0.1735129038763711 51.48175872502175, -0.173513624358545 51.4817713221486, -0.1735136204875438 51.48177143827874, -0.1736197624262575 51.48178745973842, -0.1740326730900875 51.48179415043687, -0.1740497995329953 51.48179493925969, -0.1740667268017254 51.48179674280413, -0.174083300238156 51.48179954459177, -0.1740993684169985 51.48180331902354, -0.1741147845293141 51.48180803161364, -0.1742777845293226 51.48186403173393, -0.1742928974989194 51.48186984871597, -0.1743070140305664 51.48187656682948, -0.1743199960811516 51.48188412037879, -0.1743317167014566 51.48189243549865, -0.1743420612775701 51.48190143087658, -0.1743509286516787 51.48191101854793, -0.1743582321112704 51.48192110475622, -0.1743639002370821 51.48193159086985, -0.1743678776014955 51.4819423743467, -0.1743701253105547 51.48195334973686, -0.1743706213843029 51.48196440971378, -0.1743693609717212 51.48197544612385, -0.1743663563981653 51.48198635104399, -0.1743616370448384 51.48199701783701, -0.1743552490614773 51.48200734219441, -0.174347254915062 51.48201722315633, -0.1743377327789625 51.48202656409889, -0.1743267757684942 51.482035273679, -0.1743144910303603 51.48204326672757, -0.1743009986948817 51.48205046508237, -0.1742864307012647 51.48205679835232, -0.1742709295073894 51.48206220460583, -0.1742546466967392 51.48206663097645, -0.1742377414960924 51.48207003417975, -0.1742203792184702 51.48207238093663, -0.1739947607685095 51.48209567052893, -0.1739256739076814 51.48217118396034, -0.1739041977312167 51.48227526075797, -0.1739010999756121 51.48228605628675, -0.1738963200447751 51.4822966110988, -0.1738899038592217 51.48230682379489, -0.1738819130588716 51.48231659626249, -0.1738724244108766 51.48232583461839, -0.1738615290721235 51.48233445011059, -0.173849331713495 51.48234235997093, -0.1738359495143025 51.48234948821025, -0.1738215110365517 51.48235576634833, -0.1738061549898546 51.48236113407185, -0.1737900288988542 51.48236553981372, -0.1737732876859644 51.48236894124851, -0.173756092183039 51.48237130569908, -0.1737386075862697 51.48237261045045, -0.1737210018691558 51.48237284296803, -0.1737034441687927 51.48237200101806, -0.1736861031609817 51.48237009268906, -0.1736691454397715 51.48236713631408, -0.1736527339169985 51.48236316029465, -0.1736370262572031 51.4823582028279, -0.1736221733629548 51.48235231153961, -0.1736083179251407 51.4823455430267, -0.1735955930521439 51.48233796231347, -0.1734773471967593 51.48226025803753, -0.1733836323817516 51.48223106823835, -0.1733772152240851 51.48222896760784, -0.1732142152240767 51.48217296772813, -0.1731990663082395 51.48216713534417, -0.1731849190840787 51.48216039755592, -0.1731719125748789 51.48215282057451, -0.1731601745942392 51.48214447885775, -0.1731498204900616 51.48213545437843, -0.1731409520110399 51.48212583581877, -0.1731336563067853 51.482115717699, -0.1731280050714167 51.48210519944853, -0.1731240538390302 51.48209438442885, -0.1731218414379713 51.48208337891786, -0.1731213896092726 51.48207229106546, -0.1731271731388101 51.4819235717767, -0.1730341890365919 51.48182270775902, -0.1730256359857095 51.48181218054609, -0.1730189104640422 51.4818011509778, -0.1730140872512635 51.48178974168929, -0.1729960872512428 51.48173574171624, -0.1729933227490572 51.4817247048877, -0.1729923391248381 51.48171355139373, -0.172993146182378 51.4817023924013, -0.1729957358777262 51.48169133913221, -0.1730000823993631 51.48168050175463, -0.1730061424254635 51.48166998828501, -0.173013855555686 51.48165990351146, -0.1730231449131838 51.48165034794936, -0.1730339179108366 51.48164141683941, -0.1730460671740681 51.48163319919851, -0.1730594716110487 51.48162577693234, -0.1730739976196195 51.48161922401913, -0.1730895004189063 51.48161360577222, -0.1731058254923518 51.48160897818907, -0.1731228101277839 51.48160538739318, -0.1731402850391697 51.48160286917427, -0.1731580760538905 51.48160144863166, -0.1731760058487229 51.481601139924))"
