Cluster,Latitude,Longitude
10,51.501837,-0.160408
18,51.500819,-0.1933
7,51.481989,-0.173593
18,51.500732,-0.193447
17,51.499725,-0.163374
17,51.499727,-0.163518
7,51.482079,-0.17358900000000002
610,51.508967999999996,-0.19686800000000002
19,51.488580999999996,-0.192775
15,51.509793,-0.19208
10,51.501567,-0.160419
14,51.522079,-0.20154
4,51.494813,-0.182877
7,51.482077000000004,-0.17344500000000002
7,51.481989,-0.173593
11,51.496518,-0.206004
11,51.496516,-0.20586
6,51.48342,-0.16734200000000002
5,51.480892,-0.184006
10,51.501571999999996,-0.160707
6,51.48342,-0.16734200000000002
8,51.494559,-0.19556400000000002
12,51.484454,-0.17594300000000002
12,51.484272,-0.175806
7,51.482169,-0.173586
9,51.49584,-0.173759
12,51.484365999999994,-0.17609
13,51.489447999999996,-0.15600899999999998
14,51.522079,-0.20154
11,51.4967,-0.206141
7,51.481899,-0.173596
